CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,UI_EVENT_ID,USER_AGENT,COMPONENT_NAME,REPORT_ID_DERIVED
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000023cnTWAQ/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005CPFvQAO%2Fview,one:recordHomeFlexipage,WorkOrder,20220705170010.887,2022-07-05T17:00:10.886Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P0000023cnTWAQ
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000002FX5eWAG/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005xFC7QAM%2Fview,one:recordHomeFlexipage,WorkOrder,20220705170039.93,2022-07-05T17:00:39.928Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P000002FX5eWAG
Brazil/Sao Paulo,/lightning/r/Asset/02i6P0000039gN9QAI/view,one:recordHomeFlexipage2Wrapper,Asset,20220705170233.586,2022-07-05T17:02:33.583Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,02i6P0000039gN9QAI
Brazil/Sao Paulo,/lightning/r/Case/5006P000005pUGhQAM/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000B0vKBQAZ%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220705170609.785,2022-07-05T17:06:09.786Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005pUGhQAM
United States/null,/lightning/r/Case/5006P000005owbYQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220705170924.21,2022-07-05T17:09:24.216Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005owbYQAQ
Brazil/Sao Paulo,/lightning/r/Report/00O0b000004AmRyEAK/view?queryScope=userFolders,reports:reportBase,Report,20220705171159.727,2022-07-05T17:11:59.727Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37""",,00O0b000004AmRyEAK
Brazil/Sao Paulo,/lightning/r/Case/5006P0000045AG2QAM/view,one:recordHomeFlexipage2Wrapper,Case,20220705171228.68,2022-07-05T17:12:28.675Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",,5006P0000045AG2QAM
Brazil/Sao Paulo,/lightning/r/Case/5006P000006Ia0xQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220705171244.36,2022-07-05T17:12:44.356Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000006Ia0xQAC
United States/null,/lightning/r/Case/5006P000005pyAoQAI/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000087KaZUAU%2Fview%3Fc__recordType%3Dasset%26c__input%3D8DBRVP2%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220705171311.785,2022-07-05T17:13:11.784Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005pyAoQAI
Brazil/Sao Paulo,/lightning/r/Report/00O0b000006iNwdEAE/view?queryScope=userFolders,reports:reportBase,Report,20220705171324.023,2022-07-05T17:13:24.026Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,00O0b000006iNwdEAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005pnZJQAY/view?ws=%2Flightning%2Fr%2FTask%2F00T6P00000KXjv4UAD%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220705171400.01,2022-07-05T17:14:00.013Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005pnZJQAY
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uZPyQAM/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RDtKUAW%2Fview%3Fc__recordType%3Dasset%26c__input%3D35023147311%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705171430.61,2022-07-05T17:14:30.608Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005uZPyQAM
Brazil/Sao Paulo,/lightning/r/Case/5006P000006HFEwQAO/view,one:recordHomeFlexipage2Wrapper,Case,20220705171647.195,2022-07-05T17:16:47.193Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36""",,5006P000006HFEwQAO
Brazil/Sao Paulo,/lightning/r/Case/5006P000006LKvuQAG/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008we2jUAA%2Fview%3Fc__recordType%3Dasset%26c__input%3D6335719131%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220705171711.6,2022-07-05T17:17:11.593Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36""",,5006P000006LKvuQAG
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000023csnWAA/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008sXXEUA2%2Fview%3Fc__recordType%3Dasset%26c__input%3D35867486846%26c__contactFound%3Dmultiple,one:recordHomeFlexipage,WorkOrder,20220705171724.367,2022-07-05T17:17:24.366Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P0000023csnWAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000006FwCNQA0/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000LF58NQAT%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220705171738.176,2022-07-05T17:17:38.178Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",,5006P000006FwCNQA0
Brazil/Sao Paulo,/lightning/r/LiveChatTranscript/5706P0000014ra4QAA/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220705171821.41,2022-07-05T17:18:21.414Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5706P0000014ra4QAA
Brazil/Sao Paulo,/lightning/r/Task/00T6P00000KreehUAB/view,one:recordHomeFlexipage,Task,20220705171920.73,2022-07-05T17:19:20.737Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,00T6P00000KreehUAB
Brazil/Sao Paulo,/lightning/r/Report/00O0b000006iNwdEAE/view,reports:reportBase,Report,20220705171930.297,2022-07-05T17:19:30.297Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,00O0b000006iNwdEAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000006Ia7fQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220705171932.008,2022-07-05T17:19:32.010Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000006Ia7fQAC
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000023csiWAA/view?ws=%2Flightning%2Fr%2FTask%2F00T6P00000KXjv4UAD%2Fview,one:recordHomeFlexipage,WorkOrder,20220705171950.12,2022-07-05T17:19:50.116Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P0000023csiWAA
India/Haryana,/lightning/r/Asset/02i2R00000EP4fjQAD/view,one:recordHomeFlexipage2Wrapper,Asset,20220705172056.727,2022-07-05T17:20:56.732Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,02i2R00000EP4fjQAD
Brazil/Sao Paulo,/lightning/r/Report/00O0b000006iNwdEAE/view?queryScope=userFolders,reports:reportBase,Report,20220705172121.8,2022-07-05T17:21:21.797Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,00O0b000006iNwdEAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005mTbeQAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008FegdUAC%2Fview%3Fc__recordType%3Dasset%26c__input%3DHKN76Q3%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220705172227.406,2022-07-05T17:22:27.408Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005mTbeQAE
United States/null,/lightning/r/Case/5006P000005py3nQAA/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008sXTBUA2%2Fview%3Fc__recordType%3Dcontact%26c__input%3D13037739000%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705172230.02,2022-07-05T17:22:30.021Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005py3nQAA
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001fRLXWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006IdHNQA0%2Fview,one:recordHomeFlexipage,WorkOrder,20220705172232.605,2022-07-05T17:22:32.604Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P000001fRLXWA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000006Fvy1QAC/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RDwKUAW%2Fview%3Fc__recordType%3Dasset%26c__input%3DF12NCK2%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220705172232.69,2022-07-05T17:22:32.697Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000006Fvy1QAC
India/Haryana,/lightning/r/Case/5006P0000065ztIQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220705172235.34,2022-07-05T17:22:35.340Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,5006P0000065ztIQAQ
Brazil/Sao Paulo,/lightning/r/Case/5006P000005ZzoyQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220705172302.68,2022-07-05T17:23:02.679Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005ZzoyQAC
Brazil/Sao Paulo,/lightning/r/Task/00T6P00000L7JXGUA3/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005pSvOQAU%2Fview,one:recordHomeFlexipage,Task,20220705172333.008,2022-07-05T17:23:33.012Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,00T6P00000L7JXGUA3
Brazil/Sao Paulo,/lightning/r/Case/5006P000005VQOXQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220705172456.363,2022-07-05T17:24:56.363Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005VQOXQA4
United States/California,/lightning/r/WorkOrder/0WO6P000002IYZxWAO/view,one:recordHomeFlexipage,WorkOrder,20220705172515.406,2022-07-05T17:25:15.409Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002IYZxWAO
Brazil/Sao Paulo,/lightning/r/LiveChatTranscript/5706P000001SNb0QAG/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006IbJqQAK%2Fview,one:recordHomeFlexipage,LiveChatTranscript,20220705172534.355,2022-07-05T17:25:34.355Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5706P000001SNb0QAG
Brazil/Sao Paulo,/lightning/r/LiveChatTranscript/5706P000001CAPEQA4/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006IJp5QAG%2Fview,one:recordHomeFlexipage,LiveChatTranscript,20220705172557.188,2022-07-05T17:25:57.188Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5706P000001CAPEQA4
Brazil/Sao Paulo,/lightning/r/EmailMessage/02s6P00000Ayt0HQAR/view,one:recordHomeFlexipage,EmailMessage,20220705172612.57,2022-07-05T17:26:12.575Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,02s6P00000Ayt0HQAR
Brazil/Sao Paulo,/lightning/r/Case/5006P000005mtTLQAY/view,one:recordHomeFlexipage2Wrapper,Case,20220705172628.69,2022-07-05T17:26:28.698Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44""",,5006P000005mtTLQAY
United States/Texas,/lightning/r/WorkOrder/0WO6P0000023cpFWAQ/view,one:recordHomeFlexipage,WorkOrder,20220705172656.95,2022-07-05T17:26:56.949Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000023cpFWAQ
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001nmOKWAY/view?ws=%2Flightning%2Fr%2FWorkOrder%2F0WO6P000001zWdIWAU%2Fview,one:recordHomeFlexipage,WorkOrder,20220705172719.0,2022-07-05T17:27:19.000Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",,0WO6P000001nmOKWAY
Brazil/Sao Paulo,/lightning/r/Case/5006P000005pxqAQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220705172748.57,2022-07-05T17:27:48.576Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005pxqAQAQ
Brazil/Sao Paulo,/lightning/r/Case/5006P000006LKvuQAG/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008we2jUAA%2Fview%3Fc__recordType%3Dasset%26c__input%3D6335719131%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220705172805.484,2022-07-05T17:28:05.484Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36""",,5006P000006LKvuQAG
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000023ctCWAQ/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006IdtCQAS%2Fview,one:recordHomeFlexipage,WorkOrder,20220705172838.92,2022-07-05T17:28:38.916Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,0WO6P0000023ctCWAQ
India/Haryana,/lightning/r/Case/5006P000003B5hGQAS/view,one:recordHomeFlexipage2Wrapper,Case,20220705172923.49,2022-07-05T17:29:23.489Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000003B5hGQAS
India/Haryana,/lightning/r/Case/5006P000005fUKPQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220705172935.367,2022-07-05T17:29:35.368Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,5006P000005fUKPQA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uYjkQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220705172952.344,2022-07-05T17:29:52.346Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005uYjkQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P0000055xIaQAI/view,one:recordHomeFlexipage2Wrapper,Case,20220705173019.566,2022-07-05T17:30:19.571Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",,5006P0000055xIaQAI
United States/null,/lightning/r/WorkOrder/0WO6P000002IZ6cWAG/view,one:recordHomeFlexipage,WorkOrder,20220705173037.547,2022-07-05T17:30:37.548Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002IZ6cWAG
India/Haryana,/lightning/r/WorkOrder/0WO6P000002IUYRWA4/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005fUKPQA2%2Fview,one:recordHomeFlexipage,WorkOrder,20220705173045.92,2022-07-05T17:30:45.920Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,0WO6P000002IUYRWA4
India/Haryana,/lightning/r/WorkOrder/0WO6P000002IUYRWA4/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005fUKPQA2%2Fview,one:recordHomeFlexipage,WorkOrder,20220705173045.92,2022-07-05T17:30:45.922Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,0WO6P000002IUYRWA4
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uZbfQAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RE5pUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D6853135683%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705173132.76,2022-07-05T17:31:32.754Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005uZbfQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uZbfQAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RE5pUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D6853135683%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705173300.992,2022-07-05T17:33:00.992Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005uZbfQAE
India/Haryana,/lightning/r/Asset/02i2R00000EP4fjQAD/view,one:recordHomeFlexipage2Wrapper,Asset,20220705173305.52,2022-07-05T17:33:05.517Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36""",,02i2R00000EP4fjQAD
Brazil/Rio Grande do Sul,/lightning/r/Case/5006P000004xCEIQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220705173355.48,2022-07-05T17:33:55.473Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44""",,5006P000004xCEIQA2
Brazil/Sao Paulo,/lightning/r/Contact/0036P000004uQvgQAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005uMxTQAU%2Fview,one:recordHomeFlexipage2Wrapper,Contact,20220705173438.664,2022-07-05T17:34:38.662Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",,0036P000004uQvgQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005tMbzQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220705173526.848,2022-07-05T17:35:26.846Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005tMbzQAE
United States/null,/lightning/r/Asset/02i6P000006pmz5QAA/view,one:recordHomeFlexipage2Wrapper,Asset,20220705173530.81,2022-07-05T17:35:30.808Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,02i6P000006pmz5QAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000006FyK4QAK/view,one:recordHomeFlexipage2Wrapper,Case,20220705173532.36,2022-07-05T17:35:32.361Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44""",,5006P000006FyK4QAK
Brazil/Sao Paulo,/lightning/r/Case/5006P000006GPDrQAO/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RDzmUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D37017444747%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220705173536.867,2022-07-05T17:35:36.869Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000006GPDrQAO
Brazil/Sao Paulo,/lightning/r/Case/5006P0000065U6tQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220705173547.992,2022-07-05T17:35:47.990Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P0000065U6tQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uZKFQA2/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RDoAUAW%2Fview%3Fc__recordType%3Dasset%26c__input%3D30109206567%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705173557.008,2022-07-05T17:35:57.012Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37""",,5006P000005uZKFQA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000005uZbfQAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008RE5pUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D6853135683%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220705173631.902,2022-07-05T17:36:31.904Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",,5006P000005uZbfQAE
Brazil/Rio Grande do Sul,/lightning/r/WorkOrder/0WO6P000001tA3ZWAU/view,one:recordHomeFlexipage,WorkOrder,20220705173658.168,2022-07-05T17:36:58.169Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000001tA3ZWAU
United States/Texas,/lightning/r/Case/5006P000005u50tQAA/view?ws=%2Flightning%2Fr%2FReport%2F00O2R0000043lHKUAY%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220705173701.77,2022-07-05T17:37:01.769Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000005u50tQAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000006DEjHQAW/view,one:recordHomeFlexipage2Wrapper,Case,20220705173714.37,2022-07-05T17:37:14.376Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",,5006P000006DEjHQAW
