CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,UI_EVENT_ID,USER_AGENT,COMPONENT_NAME,REPORT_ID_DERIVED
United States/null,/lightning/r/WorkOrder/0WO6P000002TUrrWAG/view,one:recordHomeFlexipage,WorkOrder,20220727082708.68,2022-07-27T08:27:08.676Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TUrrWAG
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,one:recordHomeFlexipage,WorkOrder,20220727082736.227,2022-07-27T08:27:36.227Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,one:recordHomeFlexipage,WorkOrder,20220727082736.227,2022-07-27T08:27:36.228Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
Ireland/null,/lightning/r/Case/5006P000006pBiHQAU/view,one:recordHomeFlexipage2Wrapper,Case,20220727082809.77,2022-07-27T08:28:09.765Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006pBiHQAU
United States/Texas,/lightning/r/WorkOrder/0WO6P000002TV9zWAG/view,one:recordHomeFlexipage,WorkOrder,20220727082825.566,2022-07-27T08:28:25.570Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TV9zWAG
United States/Texas,/lightning/r/WorkOrder/0WO6P000002TV9zWAG/view,one:recordHomeFlexipage,WorkOrder,20220727082825.566,2022-07-27T08:28:25.571Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TV9zWAG
United States/Texas,/lightning/r/WorkOrder/0WO6P000002TV9zWAG/view,one:recordHomeFlexipage,WorkOrder,20220727082825.57,2022-07-27T08:28:25.574Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TV9zWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002KMWxWAO/view,one:recordHomeFlexipage,WorkOrder,20220727083041.566,2022-07-27T08:30:41.572Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002KMWxWAO
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727083255.68,2022-07-27T08:32:55.674Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
United States/Texas,/lightning/r/WorkOrder/0WO6P000002KPK1WAO/view,one:recordHomeFlexipage,WorkOrder,20220727083304.33,2022-07-27T08:33:04.333Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002KPK1WAO
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727083409.223,2022-07-27T08:34:09.224Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
United States/null,/lightning/r/WorkOrder/0WO6P000002TVHfWAO/view,one:recordHomeFlexipage,WorkOrder,20220727083441.44,2022-07-27T08:34:41.438Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVHfWAO
United States/null,/lightning/r/WorkOrder/0WO6P000002TVORWA4/view,one:recordHomeFlexipage,WorkOrder,20220727083614.094,2022-07-27T08:36:14.094Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVORWA4
United States/null,/lightning/r/WorkOrder/0WO6P000002TVORWA4/view,one:recordHomeFlexipage,WorkOrder,20220727083614.098,2022-07-27T08:36:14.096Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVORWA4
India/Karnataka,/lightning/r/Case/5006P000006wYLoQAM/view,one:recordHomeFlexipage2Wrapper,Case,20220727083631.027,2022-07-27T08:36:31.029Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006wYLoQAM
United States/null,/lightning/r/Case/5006P000006ImyQQAS/view?ws=%2Flightning%2Fr%2FLiveChatTranscript%2F5706P000001hNysQAE%2Fview%3Fchannel%3DLIVE_AGENT,one:recordHomeFlexipage2Wrapper,Case,20220727083656.8,2022-07-27T08:36:56.797Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006ImyQQAS
India/Karnataka,/lightning/r/WorkOrder/0WO6P000002TVucWAG/view,one:recordHomeFlexipage,WorkOrder,20220727083715.05,2022-07-27T08:37:15.059Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002TVucWAG
United States/null,/lightning/r/Case/5006P000006OGR0QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220727083742.027,2022-07-27T08:37:42.028Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006OGR0QAO
Israel/Tel Aviv,/lightning/r/WorkOrder/0WO6P000002TVMWWA4/view,one:recordHomeFlexipage,WorkOrder,20220727084005.293,2022-07-27T08:40:05.293Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVMWWA4
India/Karnataka,/lightning/r/WorkOrder/0WO6P000002TVzIWAW/view,one:recordHomeFlexipage,WorkOrder,20220727084041.816,2022-07-27T08:40:41.816Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002TVzIWAW
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,one:recordHomeFlexipage,WorkOrder,20220727084104.785,2022-07-27T08:41:04.785Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
United States/Utah,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727084323.484,2022-07-27T08:43:23.484Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/Texas,/lightning/r/LiveChatTranscript/5706P000001V2szQAC/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727084408.96,2022-07-27T08:44:08.959Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,5706P000001V2szQAC
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/related/Histories/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,force:relatedListDesktop,Histories,20220727084443.08,2022-07-27T08:44:43.077Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/related/Histories/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,force:relatedListDesktop,Histories,20220727084443.08,2022-07-27T08:44:43.079Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
India/Karnataka,/lightning/r/WorkOrder/0WO6P0000020d6RWAQ/view,one:recordHomeFlexipage,WorkOrder,20220727084511.48,2022-07-27T08:45:11.475Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P0000020d6RWAQ
United States/Utah,/lightning/r/LiveChatTranscript/5706P000001V2t9QAC/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727084517.56,2022-07-27T08:45:17.556Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5706P000001V2t9QAC
United States/Utah,/lightning/r/WorkOrder/0WO6P000002KPVAWA4/view,one:recordHomeFlexipage,WorkOrder,20220727084609.688,2022-07-27T08:46:09.686Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002KPVAWA4
India/Karnataka,/lightning/r/WorkOrder/0WO6P0000024XGjWAM/view,one:recordHomeFlexipage,WorkOrder,20220727084812.82,2022-07-27T08:48:12.821Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P0000024XGjWAM
India/Karnataka,/lightning/r/WorkOrder/0WO6P0000024XGjWAM/view,one:recordHomeFlexipage,WorkOrder,20220727084812.824,2022-07-27T08:48:12.823Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P0000024XGjWAM
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/related/Histories/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,force:relatedListDesktop,Histories,20220727084823.383,2022-07-27T08:48:23.386Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
United States/null,/lightning/r/WorkOrder/0WO6P000002TVSzWAO/view,one:recordHomeFlexipage,WorkOrder,20220727084827.49,2022-07-27T08:48:27.492Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVSzWAO
Israel/Tel Aviv,/lightning/r/WorkOrder/0WO6P000002TVarWAG/view,one:recordHomeFlexipage,WorkOrder,20220727085001.59,2022-07-27T08:50:01.588Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVarWAG
India/Rajasthan,/lightning/r/Case/5006P000006JIjcQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220727085226.777,2022-07-27T08:52:26.776Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36""",,5006P000006JIjcQAG
United States/null,/lightning/r/WorkOrder/0WO6P000002TW1YWAW/view,one:recordHomeFlexipage,WorkOrder,20220727085229.465,2022-07-27T08:52:29.462Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002TW1YWAW
United States/Texas,/lightning/r/WorkOrder/0WO6P000002TViRWAW/view,one:recordHomeFlexipage,WorkOrder,20220727085325.41,2022-07-27T08:53:25.414Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002TViRWAW
Israel/Tel Aviv,/lightning/r/WorkOrder/0WO6P000002O1eRWAS/view,one:recordHomeFlexipage,WorkOrder,20220727085423.363,2022-07-27T08:54:23.364Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002O1eRWAS
India/Rajasthan,/lightning/r/Case/5006P000006ov2yQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727085523.08,2022-07-27T08:55:23.078Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36""",,5006P000006ov2yQAA
United States/Utah,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727085529.547,2022-07-27T08:55:29.547Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,00O0b000004AmRrEAK
United States/Utah,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727085529.547,2022-07-27T08:55:29.549Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,00O0b000004AmRrEAK
China/Fujian,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727085604.36,2022-07-27T08:56:04.359Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
China/Fujian,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727085727.395,2022-07-27T08:57:27.395Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727085809.53,2022-07-27T08:58:09.536Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727085809.53,2022-07-27T08:58:09.537Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
Romania/Galati,/lightning/r/Asset/02i6P000000l99OQAQ/view,one:recordHomeFlexipage2Wrapper,Asset,20220727085910.42,2022-07-27T08:59:10.420Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i6P000000l99OQAQ
United States/Texas,/lightning/r/LiveChatTranscript/5706P000001Z8d0QAC/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727085924.63,2022-07-27T08:59:24.627Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,5706P000001Z8d0QAC
United States/null,/lightning/r/Task/00T6P00000MwAGlUAN/view?ws=%2Flightning%2Fr%2FDispatchPendingApproval__c%2Fa0L6P000000SHc3UAG%2Fview,one:recordHomeFlexipage,Task,20220727085958.09,2022-07-27T08:59:58.086Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00T6P00000MwAGlUAN
United States/null,/lightning/r/Task/00T6P00000MwAGlUAN/view?ws=%2Flightning%2Fr%2FDispatchPendingApproval__c%2Fa0L6P000000SHc3UAG%2Fview,one:recordHomeFlexipage,Task,20220727085958.09,2022-07-27T08:59:58.087Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00T6P00000MwAGlUAN
India/Karnataka,/lightning/r/WorkOrder/0WO6P000002TV3hWAG/view,one:recordHomeFlexipage,WorkOrder,20220727080515.586,2022-07-27T08:05:15.586Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TV3hWAG
India/Rajasthan,/lightning/r/Report/00O0b000006iNwdEAE/view?queryScope=userFolders,reports:reportBase,Report,20220727081126.977,2022-07-27T08:11:26.976Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,00O0b000006iNwdEAE
India/Rajasthan,/lightning/r/Case/5006P000005qOkJQAU/view,one:recordHomeFlexipage2Wrapper,Case,20220727081747.023,2022-07-27T08:17:47.025Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36""",,5006P000005qOkJQAU
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727081804.887,2022-07-27T08:18:04.892Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220727081804.89,2022-07-27T08:18:04.895Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/null,/lightning/r/WorkOrder/0WO6P000002TVTcWAO/view,one:recordHomeFlexipage,WorkOrder,20220727081816.36,2022-07-27T08:18:16.360Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,0WO6P000002TVTcWAO
China/Fujian,/lightning/r/LiveChatTranscript/5706P000001V2hXQAS/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727081917.438,2022-07-27T08:19:17.431Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5706P000001V2hXQAS
United States/California,/lightning/r/Report/00O2R000003zTGDUA2/view?queryScope=userFolders,reports:reportBase,Report,20220727082111.824,2022-07-27T08:21:11.823Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O2R000003zTGDUA2
United States/null,/lightning/r/WorkOrder/0WO6P000002TUqsWAG/view,one:recordHomeFlexipage,WorkOrder,20220727082159.438,2022-07-27T08:21:59.431Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TUqsWAG
Ireland/null,/lightning/r/WorkOrder/0WO6P000002TRCfWAO/view?ws=%2Flightning%2Fr%2FReport%2F00O2R000004AmwmUAC%2Fview%3FqueryScope%3DuserFolders,one:recordHomeFlexipage,WorkOrder,20220727082239.145,2022-07-27T08:22:39.144Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TRCfWAO
United States/null,/lightning/r/WorkOrder/0WO6P000002TV20WAG/view,one:recordHomeFlexipage,WorkOrder,20220727082318.33,2022-07-27T08:23:18.326Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TV20WAG
India/Karnataka,/lightning/r/WorkOrder/0WO6P000002TVGTWA4/view,one:recordHomeFlexipage,WorkOrder,20220727082353.758,2022-07-27T08:23:53.752Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVGTWA4
India/Karnataka,/lightning/r/WorkOrder/0WO6P000002TVGTWA4/view,one:recordHomeFlexipage,WorkOrder,20220727082353.76,2022-07-27T08:23:53.756Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002TVGTWA4
United States/Utah,/lightning/r/LiveChatTranscript/5706P000001dFhMQAU/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727082446.83,2022-07-27T08:24:46.827Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,5706P000001dFhMQAU
United States/Utah,/lightning/r/LiveChatTranscript/5706P000001dFhMQAU/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220727082446.832,2022-07-27T08:24:46.830Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71""",,5706P000001dFhMQAU
United States/null,/lightning/r/Case/5006P000006lKfEQAU/view,one:recordHomeFlexipage2Wrapper,Case,20220727082456.81,2022-07-27T08:24:56.811Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006lKfEQAU
United States/null,/lightning/r/WorkOrder/0WO6P0000024OzJWAU/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000M1hDRQAZ%2Fview,one:recordHomeFlexipage,WorkOrder,20220727082531.96,2022-07-27T08:25:31.959Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P0000024OzJWAU
United States/null,/lightning/r/Case/5006P000006drNbQAI/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000009QtzWUAS%2Fview%3Fc__recordType%3Dasset%26c__input%3D8665421727%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220727082850.32,2022-07-27T08:28:50.317Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006drNbQAI
India/null,/lightning/r/WorkOrder/0WO6P000001gUAEWA2/view?ws=%2Flightning%2Fr%2FAsset%2F02i0b00000WUlkNAAT%2Fview,one:recordHomeFlexipage,WorkOrder,20220727083100.43,2022-07-27T08:31:00.427Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000001gUAEWA2
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727083255.68,2022-07-27T08:32:55.676Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220727083409.223,2022-07-27T08:34:09.223Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,5006P000005qxtzQAA
India/Rajasthan,/lightning/r/Case/5006P000003VZogQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220727083528.08,2022-07-27T08:35:28.078Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36""",,5006P000003VZogQAG
